path	face_index	family	subfamily	full	postscript	typo_family	typo_subfamily	version_name	font_revision	weight	width	italic	axes	glyphs	arabic	arabic_supp_exta	persian	arabic_pf	latin_ext	greek	cyrillic	gsub_features	gpos_features	format	outlines	bytes	dataless	designer	manufacturer	vendor_id	license_url	error
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.37466.otf	0	Montserrat	Bold	Montserrat Bold	Montserrat-Bold			Version 7.200;PS 007.200;hotconv 1.0.88;makeotf.lib2.5.64775	7.200	700	5	0		1946	0	0		0	203	4	221	liga,dlig,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01	kern,mark,mkmk	otf	CFF	234992	no	Julieta Ulanovsky	Julieta Ulanovsky	ULA	http://typekit.com/eulas/00000000000000007735a197	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.37470.otf	0	Montserrat Black	Regular	Montserrat Black	Montserrat-Black	Montserrat	Black	Version 7.200;PS 007.200;hotconv 1.0.88;makeotf.lib2.5.64775	7.200	900	5	0		1946	0	0		0	203	4	221	liga,dlig,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01	kern,mark,mkmk	otf	CFF	230344	no	Julieta Ulanovsky	Julieta Ulanovsky	ULA	http://typekit.com/eulas/00000000000000007735a19f	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.37514.otf	0	Poppins Light	Italic	Poppins Light Italic	Poppins-LightItalic	Poppins	Light Italic	4.004	4.004	300	5	1		1059	0	0		0	115	1	0	ss01,ss02,ss03,ss04		otf	glyf	184636	no	Ninad Kale (Devanagari), Jonny Pinhorn (Latin)	Indian Type Foundry	ITFO	http://typekit.com/eulas/00000000000000007735fdb9	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.37517.otf	0	Poppins Medium	Italic	Poppins Medium Italic	Poppins-MediumItalic	Poppins	Medium Italic	4.004	4.004	500	5	1		1059	0	0		0	115	1	0	ss01,ss02,ss03,ss04		otf	glyf	180616	no	Ninad Kale (Devanagari), Jonny Pinhorn (Latin)	Indian Type Foundry	ITFO	http://typekit.com/eulas/00000000000000007735fdbc	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.37518.otf	0	Poppins Medium	Regular	Poppins Medium	Poppins-Medium	Poppins	Medium	4.004	4.004	500	5	0		1059	0	0		0	115	1	0	ss01,ss02,ss03,ss04		otf	glyf	156692	no	Ninad Kale (Devanagari), Jonny Pinhorn (Latin)	Indian Type Foundry	ITFO	http://typekit.com/eulas/00000000000000007735fdb7	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.37520.otf	0	Poppins SemiBold	Regular	Poppins SemiBold	Poppins-SemiBold	Poppins	SemiBold	4.004	4.004	600	5	0		1059	0	0		0	115	1	0	ss01,ss02,ss03,ss04		otf	glyf	155404	no	Ninad Kale (Devanagari), Jonny Pinhorn (Latin)	Indian Type Foundry	ITFO	http://typekit.com/eulas/00000000000000007735fdb2	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.39182.otf	0	Calibri	Bold	Calibri Bold	Calibri-Bold			Version 5.87m	5.870	700	5	0		3879	0	0		1	336	127	255	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04	kern,mark,mkmk	otf	glyf	838888	no	Luc(as) de Groot	Microsoft Corporation	MONO	http://typekit.com/eulas/00000000000000007735bbe9	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.39187.otf	0	Calibri	Regular	Calibri	Calibri			Version 5.87m	5.870	400	5	0		3879	0	0		1	336	127	255	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04	kern,mark,mkmk	otf	glyf	801184	no	Luc(as) de Groot	Microsoft Corporation	MONO	http://typekit.com/eulas/00000000000000007735bbfb	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.40409.otf	0	Noto Sans	Regular	Noto Sans Regular	NotoSans-Regular			Version 2.000;GOOG;noto-source:20170915:90ef993387c0	2.000	400	5	0		3246	0	0		1	336	121	256	smcp,c2sc,onum,lnum,tnum,pnum,frac,sups,subs,zero,case,ordn,aalt,locl,numr,dnom,ccmp	kern,mark,mkmk	otf	glyf	313320	no	Monotype Design Team	Monotype Imaging Inc.	GOOG	http://typekit.com/eulas/00000000000000007735b97f	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.40410.otf	0	Noto Sans	Italic	Noto Sans Italic	NotoSans-Italic			Version 2.000;GOOG;noto-source:20170915:90ef993387c0	2.000	400	5	1		3249	0	0		1	336	121	256	liga,smcp,c2sc,onum,lnum,tnum,pnum,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp	kern,mark,mkmk	otf	glyf	326180	no	Monotype Design Team	Monotype Imaging Inc.	GOOG	http://typekit.com/eulas/00000000000000007735b983	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47858.otf	0	Mundial Hair	Italic	Mundial-HairItalic	Mundial-HairItalic	Mundial	Hair Italic	Version 1.000	1.000	100	5	1		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	164752	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee04	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47859.otf	0	Mundial Hair	Regular	Mundial-Hair	Mundial-Hair	Mundial	Hair	Version 1.000	1.000	100	5	0		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	162588	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee03	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47860.otf	0	Mundial Thin	Italic	Mundial-ThinItalic	Mundial-ThinItalic	Mundial	Thin Italic	Version 1.000	1.000	200	5	1		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	165656	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee07	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47861.otf	0	Mundial Thin	Regular	Mundial-Thin	Mundial-Thin	Mundial	Thin	Version 1.000	1.000	200	5	0		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	163304	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee05	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47862.otf	0	Mundial Light	Italic	Mundial-LightItalic	Mundial-LightItalic	Mundial	Light Italic	Version 1.000	1.000	300	5	1		744	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	170500	no	TipoType Team	TipoType Team	PYRS	http://typekit.com/eulas/00000000000000007735ee09	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47863.otf	0	Mundial Light	Regular	Mundial-Light	Mundial-Light	Mundial	Light	Version 1.000	1.000	300	5	0		744	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	167512	no	TipoType Team	TipoType Team	PYRS	http://typekit.com/eulas/00000000000000007735ee0b	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47864.otf	0	Mundial	Italic	Mundial-Italic	Mundial-Italic			Version 1.000	1.000	400	5	1		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	167852	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee06	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47865.otf	0	Mundial	Regular	Mundial-Regular	Mundial-Regular			Version 1.000	1.000	400	5	0		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	165048	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee08	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47866.otf	0	Mundial DemiBold	Italic	Mundial-DemiBoldItalic	Mundial-DemiBoldItalic	Mundial	DemiBold Italic	Version 1.000	1.000	600	5	1		744	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	170132	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee0a	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47867.otf	0	Mundial DemiBold	Regular	Mundial-DemiBold	Mundial-DemiBold	Mundial	DemiBold	Version 1.000	1.000	600	5	0		744	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	167604	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee0c	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47868.otf	0	Mundial	Bold Italic	Mundial-BoldItalic	Mundial-BoldItalic			Version 1.000	1.000	700	5	1		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	168012	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee0d	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47869.otf	0	Mundial	Bold	Mundial-Bold	Mundial-Bold			Version 1.000	1.000	700	5	0		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	164916	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee0e	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47870.otf	0	Mundial Black	Italic	Mundial-BlackItalic	Mundial-BlackItalic	Mundial	Black Italic	1.0	1.000	900	5	1		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	168848	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee0f	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.47871.otf	0	Mundial Black	Regular	Mundial-Black	Mundial-Black	Mundial	Black	1.0	1.000	900	5	0		745	0	0		0	147	2	0	liga,smcp,c2sc,onum,tnum,salt,frac,sups,subs,zero,case,ordn,aalt,titl,locl,ss01,ss02,ss03,ss04,ss05,ss06	kern,case	otf	CFF	165988	no	TipoType Team	TipoType Team	TTYs	http://typekit.com/eulas/00000000000000007735ee10	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53549.otf	0	TT Commons Pro	Bold	TT Commons Pro Bold	TTCommonsPro-Bd			Version 3.200.26072023	3.200	700	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	301796	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7706	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53550.otf	0	TT Commons Pro	Italic	TT Commons Pro Italic	TTCommonsPro-It			Version 3.200.26072023	3.200	400	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	289276	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7707	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53551.otf	0	TT Commons Pro ExtraLight	Regular	TT Commons Pro ExtraLight	TTCommonsPro-XLt	TT Commons Pro	ExtraLight	Version 3.200.26072023	3.200	200	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	291660	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7708	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53552.otf	0	TT Commons Pro ExtraBlack	Italic	TT Commons Pro ExtraBlack Italic	TTCommonsPro-XBlkIt	TT Commons Pro	ExtraBlack Italic	Version 3.200.26072023	3.200	950	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	299876	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f770b	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53553.otf	0	TT Commons Pro	Bold Italic	TT Commons Pro Bold Italic	TTCommonsPro-BdIt			Version 3.200.26072023	3.200	700	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	298384	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7709	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53554.otf	0	TT Commons Pro ExtraBold	Italic	TT Commons Pro ExtraBold Italic	TTCommonsPro-XBdIt	TT Commons Pro	ExtraBold Italic	Version 3.200.26072023	3.200	800	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	298520	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f770a	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53555.otf	0	TT Commons Pro Black	Regular	TT Commons Pro Black	TTCommonsPro-Blk	TT Commons Pro	Black	Version 3.200.26072023	3.200	900	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	304424	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f770d	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53556.otf	0	TT Commons Pro ExtraBold	Regular	TT Commons Pro ExtraBold	TTCommonsPro-XBd	TT Commons Pro	ExtraBold	Version 3.200.26072023	3.200	800	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	303484	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f770e	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53557.otf	0	TT Commons Pro	Regular	TT Commons Pro Regular	TTCommonsPro-Rg			Version 3.200.26072023	3.200	400	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	289964	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f770f	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53558.otf	0	TT Commons Pro Medium	Italic	TT Commons Pro Medium Italic	TTCommonsPro-MdIt	TT Commons Pro	Medium Italic	Version 3.200.26072023	3.200	500	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	288200	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7710	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53559.otf	0	TT Commons Pro DemiBold	Italic	TT Commons Pro DemiBold Italic	TTCommonsPro-DbIt	TT Commons Pro	DemiBold Italic	Version 3.200.26072023	3.200	600	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	293080	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7711	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53560.otf	0	TT Commons Pro Medium	Regular	TT Commons Pro Medium	TTCommonsPro-Md	TT Commons Pro	Medium	Version 3.200.26072023	3.200	500	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	291172	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7716	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53561.otf	0	TT Commons Pro DemiBold	Regular	TT Commons Pro DemiBold	TTCommonsPro-Db	TT Commons Pro	DemiBold	Version 3.200.26072023	3.200	600	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	296376	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7713	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53562.otf	0	TT Commons Pro Black	Italic	TT Commons Pro Black Italic	TTCommonsPro-BlkIt	TT Commons Pro	Black Italic	Version 3.200.26072023	3.200	900	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	298780	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7714	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53563.otf	0	TT Commons Pro ExtraLight	Italic	TT Commons Pro ExtraLight Italic	TTCommonsPro-XLtIt	TT Commons Pro	ExtraLight Italic	Version 3.200.26072023	3.200	200	5	1		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	290224	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7719	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53564.otf	0	TT Commons Pro Light	Regular	TT Commons Pro Light	TTCommonsPro-Lt	TT Commons Pro	Light	Version 3.200.26072023	3.200	300	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	291292	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7715	
/Users/bardiasamiee/Library/Application Support/Adobe/CoreSync/plugins/livetype/.w/.53565.otf	0	TT Commons Pro ExtraBlack	Regular	TT Commons Pro ExtraBlack	TTCommonsPro-XBlk	TT Commons Pro	ExtraBlack	Version 3.200.26072023	3.200	950	5	0		1548	0	0		0	148	0	218	liga,dlig,calt,smcp,c2sc,onum,lnum,tnum,pnum,salt,frac,sups,subs,case,ordn,aalt,locl,numr,dnom,ccmp,ss01,ss02,ss03,ss04,ss05,ss06,ss07,ss08,ss09,ss10,ss11	kern,mark,mkmk	otf	CFF	305528	no	Designed by Pavel Emelyanov, Ivan Gladkikh, Yulia Gonina, Kseniya Karataeva, Antonina Zhulkova. Technical designers Marina Khodak, Kirill Maslov, Nadyr Rakhimov, Yuri Nako, Anastasia Pogorelova, Victor Rubenko.	TypeType	TpTp	http://typekit.com/eulas/0000000000000000774f7717	
