Rows extracted on 2026-09-11 from https://www.indesignjs.de/extendscriptAPI/indesign-latest/<Class>.html (Adobe InDesign ExtendScript DOM, latest), columns: name | type and values | access | description
  tableDirection | TableDirectionOptions TableDirectionOptions.LEFT_TO_RIGHT_DIRECTION TableDirectionOptions.RIGHT_TO_LEFT_DIRECTION | read/write | The direction of the the table

== DocumentPreference
  pageBinding | PageBindingOptions PageBindingOptions.DEFAULT_VALUE PageBindingOptions.LEFT_TO_RIGHT PageBindingOptions.RIGHT_TO_LEFT | read/write | The placement of the page binding.

== TextPreference
  shapeIndicAndLatinWithHarbuzz | Boolean | read/write | If this bool is set to true, shaping of Indic & Latin characters will be done through Harfbuzz Shaping engine, instead of Lipika.

== Document method row (verbatim, including the page's own typo)
  changeComposer () Change comoser to optyca Te

== enum ParagraphJustificationOptions
  ParagraphJustificationOptions.ARABIC_JUSTIFICATION | Arabic justification | 1886019954
  ParagraphJustificationOptions.DEFAULT_JUSTIFICATION | Default justification | 1886020709
  ParagraphJustificationOptions.NASKH_JUSTIFICATION | Naskh justification | 1886023265
  ParagraphJustificationOptions.NASKH_KASHIDA_JUSTIFICATION | Kashidas. Use naskh justification if you want to also use Justifcation Alternates. | 1886023275
  ParagraphJustificationOptions.NASKH_KASHIDA_JUSTIFICATION_FRAC | Fractional Kashidas. Use naskh justification if you want to also use Justifcation Alternates. | 1886021227
  ParagraphJustificationOptions.NASKH_TATWEEL_JUSTIFICATION | Kashidas without Stretched Connections. | 1886023284
  ParagraphJustificationOptions.NASKH_TATWEEL_JUSTIFICATION_FRAC | Fractional Kashidas without Stretched Connections. | 1886021236

== enum DiacriticPositionOptions
  DiacriticPositionOptions.DEFAULT_POSITION | Default position | 1685090150
  DiacriticPositionOptions.LOOSE_POSITION | Loose position | 1685089391
  DiacriticPositionOptions.MEDIUM_POSITION | Medium position | 1685089637
  DiacriticPositionOptions.OPENTYPE_POSITION | OpenType position | 1685090164
  DiacriticPositionOptions.OPENTYPE_POSITION_FROM_BASELINE | OpenType position from baseline | 1685090146
  DiacriticPositionOptions.TIGHT_POSITION | Tight position | 1685091433

== enum DigitsTypeOptions
  DigitsTypeOptions.ARABIC_DIGITS | Arabic digits | 1684627826
  DigitsTypeOptions.BENGALI_DIGITS | Bengali digits | 1684628069
  DigitsTypeOptions.BURMESE_DIGITS | Burmese digits | 1684628085
  DigitsTypeOptions.DEFAULT_DIGITS | Default digits | 1684628581
  DigitsTypeOptions.DEVANAGARI_DIGITS | Devanagari digits | 1684628598
  DigitsTypeOptions.FARSI_DIGITS | Farsi digits | 1684629089
  DigitsTypeOptions.FULL_FARSI_DIGITS | Full Farsi digits | 1684629094
  DigitsTypeOptions.GUJARATI_DIGITS | Gujarati digits | 1684629354
  DigitsTypeOptions.GURMUKHI_DIGITS | Gurmukhi digits | 1684629357
  DigitsTypeOptions.HINDI_DIGITS | Hindi digits | 1684629609
  DigitsTypeOptions.KANNADA_DIGITS | Kannada digits | 1684630369
  DigitsTypeOptions.KHMER_DIGITS | Khmer digits | 1684630376
  DigitsTypeOptions.LAO_DIGITS | Lao digits | 1684630625
  DigitsTypeOptions.MALAYALAM_DIGITS | Malayalam digits | 1684630881
  DigitsTypeOptions.NATIVE_DIGITS | native digits | 1684631137
  DigitsTypeOptions.ORIYA_DIGITS | Oriya digits | 1684631410
  DigitsTypeOptions.TAMIL_DIGITS | Tamil digits | 1684632673
  DigitsTypeOptions.TELUGU_DIGITS | Telugu digits | 1684632677
  DigitsTypeOptions.THAI_DIGITS | Thai digits | 1684632680
  DigitsTypeOptions.TIBETAN_DIGITS | Tibetan digits | 1684632681

== enum KashidasOptions
  KashidasOptions.DEFAULT_KASHIDAS | Default kashidas | 1801544805
  KashidasOptions.KASHIDAS_OFF | Kashidas off | 1801547622

== enum CharacterDirectionOptions
  CharacterDirectionOptions.DEFAULT_DIRECTION | Default direction | 1147496036
  CharacterDirectionOptions.LEFT_TO_RIGHT_DIRECTION | Left to right direction | 1278366308
  CharacterDirectionOptions.RIGHT_TO_LEFT_DIRECTION | Right to left direction | 1379028068

== enum ParagraphDirectionOptions
  ParagraphDirectionOptions.LEFT_TO_RIGHT_DIRECTION | Left to Right paragraph direction | 1278366308
  ParagraphDirectionOptions.RIGHT_TO_LEFT_DIRECTION | Right to Left paragraph direction | 1379028068

== enum StoryDirectionOptions
  StoryDirectionOptions.LEFT_TO_RIGHT_DIRECTION | Left to right direction. | 1278366308
  StoryDirectionOptions.RIGHT_TO_LEFT_DIRECTION | Right to left direction. | 1379028068
  StoryDirectionOptions.UNKNOWN_DIRECTION | Unknown direction. | 1433299812

== enum TableDirectionOptions
  TableDirectionOptions.LEFT_TO_RIGHT_DIRECTION | Set left to right table direction | 1278366308
  TableDirectionOptions.RIGHT_TO_LEFT_DIRECTION | Set right to left table direction | 1379028068

== enum PageBindingOptions
  PageBindingOptions.DEFAULT_VALUE | Uses default page binding. | 1147563124
  PageBindingOptions.LEFT_TO_RIGHT | Pages are bound on the left. | 1819570786
  PageBindingOptions.RIGHT_TO_LEFT | Pages are bound on the right. | 1920232546

== enum CharacterAlignment
  CharacterAlignment.ALIGN_BASELINE | Aligns small characters in a line to the large character. | 1247896172
  CharacterAlignment.ALIGN_EM_BOTTOM | Aligns small characters in horizontal text to the bottom of the em box of large characters. In vertical text, aligns characters to the left of the em box. | 1247896173
  CharacterAlignment.ALIGN_EM_CENTER | Aligns small characters to the center of the em box of large characters. | 1247896436
  CharacterAlignment.ALIGN_EM_TOP | Aligns small characters in horizontal text to the top of the em box of large characters. In vertical text, aligns characters to the right of the em box. | 1247900784
  CharacterAlignment.ALIGN_ICF_BOTTOM | Aligns small characters in horizontal text to the bottom of the ICF of large characters. In vertical text, aligns characters to the left of the ICF. | 1248420461
  CharacterAlignment.ALIGN_ICF_TOP | Aligns small characters in horizontal text to the top of the ICF of large characters. In vertical text, aligns characters to the right of the ICF. | 1248425072

== enum SpecialCharacters (Middle East and bidi members only)
  ARABIC_COMMA, ARABIC_KASHIDA, ARABIC_QUESTION_MARK, ARABIC_SEMICOLON, HEBREW_GERESH, HEBREW_GERSHAYIM, HEBREW_MAQAF, HEBREW_SOF_PASUK, LEFT_TO_RIGHT_EMBEDDING, LEFT_TO_RIGHT_MARK, LEFT_TO_RIGHT_OVERRIDE, POP_DIRECTIONAL_FORMATTING, RIGHT_TO_LEFT_EMBEDDING, RIGHT_TO_LEFT_MARK, RIGHT_TO_LEFT_OVERRIDE, ZERO_WIDTH_JOINER, ZERO_WIDTH_NONJOINER

== enum PageNumberStyle (Arabic and Hebrew members)
  ARABIC, ARABIC_ABJAD, ARABIC_ALIF_BA_TAH, HEBREW_BIBLICAL, HEBREW_NON_STANDARD
